,angles,backend,distribution,energy,graph,iterations,max-cut objective,noise,optimizer,p,solution,solution objective,time
0,"(array([0.18039116, 2.71456449, 2.16187466]), array([1.43204845, 1.09798676, 3.94538716]))",qvm,"Counter({(1, 0, 1, 0): 1391, (0, 1, 0, 1): 1375, (0, 1, 1, 0): 1373, (1, 0, 0, 1): 1354, (0, 0, 1, 1): 1352, (1, 1, 0, 0): 1347})",,"regular(3,4)",,,0.0,Nelder-Mead,3.0,"(1, 0, 1, 0)",,
1,"(array([3.10401711, 0.7962914 , 2.58040035]), array([3.59676319, 3.60445753, 6.03043042]))",qvm,"Counter({(1, 0, 1, 0): 1411, (1, 0, 0, 1): 1387, (0, 1, 0, 1): 1377, (0, 0, 1, 1): 1344, (1, 1, 0, 0): 1338, (0, 1, 1, 0): 1335})",,"regular(3,4)",,,0.0,Nelder-Mead,3.0,"(1, 0, 1, 0)",,
2,"(array([0.73948091, 2.08204246, 1.64620636]), array([2.47118326, 5.60034281, 4.84595296]))",qvm,"Counter({(1, 1, 0, 0): 1379, (1, 0, 1, 0): 1378, (1, 0, 0, 1): 1376, (0, 1, 0, 1): 1370, (0, 1, 1, 0): 1346, (0, 0, 1, 1): 1343})",,"regular(3,4)",,,0.0,Nelder-Mead,3.0,"(1, 1, 0, 0)",,
3,"(array([2.48142028, 1.16210105, 2.28521966]), array([2.16504587, 0.84782109, 6.7866305 ]))",qvm,"Counter({(1, 1, 0, 0): 1395, (0, 1, 0, 1): 1393, (1, 0, 1, 0): 1386, (0, 1, 1, 0): 1361, (0, 0, 1, 1): 1360, (1, 0, 0, 1): 1297})",,"regular(3,4)",,,0.0,Nelder-Mead,3.0,"(1, 1, 0, 0)",,
4,"(array([1.04162253, 0.47368078, 2.78258615]), array([0.88204345, 1.4067936 , 3.03472427]))",qvm,"Counter({(0, 1, 0, 1): 1392, (1, 0, 0, 1): 1376, (0, 1, 1, 0): 1364, (1, 0, 1, 0): 1357, (0, 0, 1, 1): 1352, (1, 1, 0, 0): 1351})",,"regular(3,4)",,,0.0,Nelder-Mead,3.0,"(0, 1, 0, 1)",,
5,"(array([2.45436427, 3.06882917, 0.4776792 ]), array([4.00064142, 0.31816513, 5.7119497 ]))",qvm,"Counter({(0, 0, 1, 1): 1411, (0, 1, 1, 0): 1393, (1, 0, 0, 1): 1380, (1, 1, 0, 0): 1343, (0, 1, 0, 1): 1341, (1, 0, 1, 0): 1324})",,"regular(3,4)",,,0.0,Nelder-Mead,3.0,"(0, 0, 1, 1)",,
6,"(array([1.21822157, 1.40678116, 0.09181411]), array([5.82918002, 5.2812463 , 1.39407165]))",qvm,"Counter({(0, 1, 1, 0): 1406, (1, 0, 0, 1): 1392, (1, 1, 0, 0): 1390, (1, 0, 1, 0): 1337, (0, 0, 1, 1): 1336, (0, 1, 0, 1): 1331})",,"regular(3,4)",,,0.0,Nelder-Mead,3.0,"(0, 1, 1, 0)",,
7,"(array([2.10436915, 0.32552775, 0.15379439]), array([1.09844942, 4.82832086, 5.16014792]))",qvm,"Counter({(1, 0, 0, 1): 1416, (0, 1, 0, 1): 1408, (0, 1, 1, 0): 1399, (1, 1, 0, 0): 1343, (0, 0, 1, 1): 1326, (1, 0, 1, 0): 1299, (1, 0, 1, 1): 1})",,"regular(3,4)",,,0.0,Nelder-Mead,3.0,"(1, 0, 0, 1)",,
8,"(array([0.4937548 , 1.07593845, 1.22164229]), array([4.90530416, 1.58682461, 0.60815424]))",qvm,"Counter({(0, 1, 0, 1): 1414, (1, 0, 1, 0): 1391, (0, 1, 1, 0): 1370, (0, 0, 1, 1): 1362, (1, 1, 0, 0): 1337, (1, 0, 0, 1): 1318})",,"regular(3,4)",,,0.0,Nelder-Mead,3.0,"(0, 1, 0, 1)",,
9,"(array([0.73206957, 1.57782799, 2.08471645]), array([0.85354065, 4.942049  , 2.11892567]))",qvm,"Counter({(1, 1, 0, 0): 1398, (1, 0, 1, 0): 1396, (0, 1, 1, 0): 1393, (0, 1, 0, 1): 1354, (1, 0, 0, 1): 1340, (0, 0, 1, 1): 1311})",,"regular(3,4)",,,0.0,Nelder-Mead,3.0,"(1, 1, 0, 0)",,
