,Cmax,Fp,Fp_sampled,betas,brute_time,counter,cutvalue_best,cutvalue_most_sampled,gammas,graph,graph_name,minimizer_method,most_common_bistring,n_Fp_evals,n_edges,n_nodes,n_samples,p,qubit_order,seed,time
0,10.0,8.006921197768037,8.015625,[0.35858474],0.007977962493896484,"{(0, 0, 1, 0, 0, 1, 0, 1): 33, (1, 0, 0, 0, 1, 0, 1, 0): 2, (0, 1, 1, 1, 0, 1, 1, 0): 6, (0, 1, 1, 0, 1, 0, 1, 0): 45, (1, 0, 0, 1, 0, 1, 0, 1): 32, (1, 0, 0, 1, 0, 1, 1, 0): 16, (0, 0, 1, 0, 0, 0, 1, 1): 4, (0, 1, 0, 1, 0, 0, 1, 0): 24, (1, 0, 0, 1, 1, 0, 0, 0): 7, (0, 1, 1, 1, 0, 0, 1, 0): 9, (1, 0, 1, 0, 1, 0, 0, 1): 18, (1, 1, 0, 1, 0, 0, 1, 1): 5, (1, 1, 1, 0, 0, 0, 0, 1): 3, (1, 0, 1, 1, 1, 0, 1, 0): 4, (0, 1, 1, 1, 1, 0, 1, 0): 10, (1, 0, 1, 0, 1, 1, 1, 1): 1, (0, 0, 1, 1, 1, 0, 1, 0): 7, (1, 1, 0, 0, 1, 0, 0, 1): 19, (1, 1, 0, 0, 1, 1, 0, 0): 6, (0, 0, 1, 1, 0, 1, 1, 0): 22, (0, 1, 0, 0, 0, 1, 0, 1): 3, (0, 0, 1, 0, 1, 1, 0, 0): 5, (1, 0, 1, 0, 1, 0, 1, 0): 14, (1, 1, 0, 1, 1, 0, 1, 0): 25, (0, 1, 0, 0, 1, 0, 1, 1): 11, (0, 0, 1, 0, 1, 1, 0, 1): 11, (0, 1, 1, 0, 0, 1, 0, 1): 19, (1, 0, 1, 0, 0, 1, 0, 1): 32, (0, 0, 0, 0, 0, 0, 0, 1): 1, (0, 1, 0, 1, 0, 1, 0, 0): 3, (1, 0, 1, 1, 0, 1, 0, 0): 5, (1, 0, 1, 0, 1, 0, 0, 0): 6, (1, 1, 0, 1, 0, 1, 0, 1): 16, (1, 0, 0, 0, 1, 0, 0, 1): 3, (1, 0, 0, 1, 0, 0, 1, 0): 10, (1, 1, 1, 0, 0, 1, 1, 1): 2, (1, 0, 0, 1, 1, 1, 0, 0): 16, (0, 1, 0, 1, 0, 1, 1, 0): 9, (1, 0, 1, 0, 1, 1, 0, 0): 10, (0, 0, 1, 0, 0, 1, 1, 1): 7, (1, 0, 0, 0, 0, 1, 0, 1): 10, (0, 1, 0, 1, 1, 0, 0, 0): 2, (0, 1, 0, 1, 1, 1, 1, 0): 2, (1, 1, 0, 1, 1, 0, 0, 0): 17, (1, 1, 0, 0, 0, 1, 0, 1): 4, (0, 0, 1, 1, 0, 1, 0, 1): 18, (1, 0, 0, 0, 0, 0, 1, 1): 2, (1, 1, 0, 1, 0, 0, 0, 1): 16, (0, 1, 0, 0, 0, 0, 0, 0): 1, (0, 1, 1, 0, 1, 0, 1, 1): 19, (0, 1, 1, 0, 0, 0, 1, 1): 15, (1, 0, 1, 1, 0, 1, 0, 1): 13, (1, 0, 1, 1, 0, 0, 0, 1): 3, (1, 1, 0, 1, 0, 0, 1, 0): 2, (1, 0, 0, 1, 0, 0, 0, 1): 1, (1, 0, 1, 0, 1, 1, 0, 1): 14, (0, 1, 1, 0, 1, 0, 0, 0): 1, (1, 0, 0, 1, 0, 0, 1, 1): 6, (0, 1, 0, 0, 1, 0, 1, 0): 10, (0, 0, 1, 0, 1, 0, 0, 1): 4, (0, 1, 0, 1, 1, 1, 0, 0): 4, (1, 0, 1, 1, 0, 0, 1, 0): 4, (1, 1, 0, 0, 1, 0, 1, 0): 11, (0, 1, 1, 0, 1, 1, 0, 1): 3, (0, 0, 1, 1, 0, 0, 1, 1): 2, (0, 0, 1, 1, 1, 1, 1, 0): 4, (1, 0, 0, 0, 1, 0, 1, 1): 2, (0, 1, 1, 1, 0, 0, 0, 1): 2, (1, 0, 0, 1, 1, 1, 1, 0): 5, (0, 1, 0, 1, 0, 1, 1, 1): 6, (0, 1, 1, 1, 0, 1, 0, 1): 6, (0, 0, 1, 1, 0, 1, 1, 1): 3, (1, 0, 0, 1, 1, 0, 1, 0): 9, (1, 1, 0, 0, 0, 0, 0, 0): 2, (0, 1, 0, 1, 0, 0, 1, 1): 19, (1, 0, 0, 1, 0, 1, 0, 0): 17, (0, 0, 1, 0, 1, 0, 1, 0): 19, (0, 0, 1, 0, 1, 1, 1, 0): 17, (1, 1, 0, 0, 0, 0, 0, 1): 5, (1, 1, 1, 0, 1, 0, 0, 1): 4, (0, 1, 1, 0, 1, 0, 0, 1): 8, (0, 1, 0, 0, 0, 1, 1, 1): 5, (0, 1, 0, 1, 1, 0, 1, 0): 31, (1, 1, 0, 0, 1, 0, 1, 1): 4, (0, 1, 0, 1, 0, 1, 0, 1): 15, (1, 0, 1, 1, 0, 1, 1, 0): 5, (0, 1, 1, 1, 0, 1, 0, 0): 1, (0, 1, 0, 0, 0, 0, 1, 0): 3, (1, 0, 0, 0, 0, 0, 1, 0): 1, (0, 1, 0, 1, 1, 0, 1, 1): 1, (0, 0, 0, 1, 0, 1, 1, 0): 2, (1, 0, 1, 1, 0, 0, 1, 1): 4, (1, 0, 1, 1, 1, 1, 0, 0): 6, (0, 0, 1, 0, 0, 1, 0, 0): 2, (0, 1, 1, 0, 0, 1, 1, 1): 4, (0, 0, 1, 1, 1, 0, 0, 0): 1, (1, 0, 0, 1, 0, 0, 0, 0): 1, (0, 0, 1, 1, 0, 0, 1, 0): 3, (0, 0, 1, 0, 1, 1, 1, 1): 1, (1, 0, 0, 0, 1, 1, 0, 1): 7, (1, 1, 0, 1, 1, 1, 0, 0): 4, (1, 0, 1, 0, 0, 1, 1, 1): 1, (1, 1, 0, 0, 1, 1, 0, 1): 6, (0, 0, 1, 0, 1, 0, 1, 1): 12, (1, 1, 1, 1, 1, 1, 1, 0): 1, (0, 1, 1, 0, 0, 0, 0, 1): 5, (0, 1, 1, 0, 1, 1, 0, 0): 4, (0, 1, 0, 0, 1, 1, 1, 0): 2, (1, 1, 0, 1, 0, 1, 0, 0): 9, (1, 0, 1, 0, 1, 0, 1, 1): 3, (0, 0, 1, 1, 0, 1, 0, 0): 4, (1, 0, 1, 1, 1, 1, 0, 1): 2, (1, 1, 0, 1, 1, 1, 0, 1): 2, (0, 1, 1, 0, 1, 1, 1, 0): 1, (0, 1, 0, 0, 1, 1, 0, 0): 1, (0, 1, 0, 0, 1, 0, 0, 1): 2, (1, 0, 0, 0, 1, 1, 0, 0): 5, (1, 1, 0, 1, 0, 0, 0, 0): 1, (0, 1, 0, 1, 0, 0, 0, 1): 4, (1, 1, 1, 1, 1, 0, 0, 1): 1, (1, 0, 0, 0, 1, 0, 0, 0): 1, (0, 1, 0, 0, 1, 1, 0, 1): 2, (1, 1, 1, 0, 1, 0, 0, 0): 2, (1, 1, 1, 1, 0, 1, 1, 0): 2, (1, 0, 1, 0, 1, 1, 1, 0): 4, (1, 1, 0, 0, 1, 0, 0, 0): 2, (0, 1, 0, 1, 1, 0, 0, 1): 1, (1, 0, 1, 1, 1, 0, 0, 0): 2, (0, 0, 0, 0, 1, 0, 0, 1): 1, (0, 1, 1, 1, 0, 0, 1, 1): 3, (0, 0, 0, 1, 0, 0, 0, 0): 1, (1, 1, 0, 1, 1, 1, 1, 0): 2, (1, 1, 1, 1, 0, 1, 0, 0): 1, (0, 1, 0, 0, 0, 0, 1, 1): 1, (0, 1, 0, 0, 0, 0, 0, 1): 1, (1, 0, 0, 1, 0, 1, 1, 1): 2, (0, 0, 1, 0, 0, 1, 1, 0): 2, (1, 1, 0, 1, 1, 0, 0, 1): 4, (1, 0, 1, 0, 0, 1, 1, 0): 3, (1, 0, 1, 0, 0, 0, 1, 1): 1, (1, 1, 1, 0, 1, 1, 1, 0): 1, (0, 1, 1, 1, 1, 0, 0, 0): 2, (1, 1, 1, 0, 1, 0, 1, 1): 2, (0, 0, 0, 0, 1, 1, 1, 1): 1, (1, 0, 0, 1, 1, 0, 0, 1): 1, (0, 0, 0, 1, 1, 0, 0, 0): 1, (0, 0, 0, 1, 0, 1, 1, 1): 1, (1, 0, 0, 0, 0, 0, 0, 1): 1, (0, 0, 0, 1, 1, 1, 1, 0): 1, (1, 0, 0, 0, 1, 1, 1, 0): 1, (0, 0, 0, 0, 0, 1, 1, 0): 1, (0, 0, 1, 0, 0, 0, 0, 1): 1, (0, 0, 1, 1, 1, 1, 1, 1): 2, (1, 1, 0, 0, 0, 1, 0, 0): 1, (1, 0, 1, 1, 1, 1, 1, 0): 1, (1, 0, 0, 0, 0, 1, 1, 1): 1, (0, 0, 1, 1, 1, 1, 0, 0): 1, (0, 0, 0, 0, 0, 1, 0, 1): 1, (0, 0, 0, 0, 1, 0, 1, 0): 1, (0, 0, 0, 1, 0, 0, 1, 0): 1, (0, 0, 0, 1, 0, 0, 0, 1): 1, (0, 1, 1, 0, 1, 1, 1, 1): 1, (1, 1, 1, 1, 0, 1, 0, 1): 1}",10.0,10.0,[0.58145775],"{0: {1: {'weight': 1}, 7: {'weight': 1}, 6: {'weight': 1}}, 1: {0: {'weight': 1}, 7: {'weight': 1}, 3: {'weight': 1}}, 7: {0: {'weight': 1}, 2: {'weight': 1}, 1: {'weight': 1}}, 2: {4: {'weight': 1}, 7: {'weight': 1}, 5: {'weight': 1}}, 4: {2: {'weight': 1}, 3: {'weight': 1}, 5: {'weight': 1}}, 3: {4: {'weight': 1}, 6: {'weight': 1}, 1: {'weight': 1}}, 6: {0: {'weight': 1}, 5: {'weight': 1}, 3: {'weight': 1}}, 5: {4: {'weight': 1}, 6: {'weight': 1}, 2: {'weight': 1}}}",3-regular_8-nodal,BFGS,"(0, 1, 1, 0, 1, 0, 1, 0)",7.0,12.0,8.0,1024.0,1.0,"(0, 1, 7, 2, 4, 3, 6, 5)",0.0,0.8985965251922607
1,10.0,8.78424468455724,8.7841796875,[0.49295016 0.27566285],0.007977962493896484,"{(1, 0, 1, 0, 1, 1, 0, 1): 41, (1, 0, 0, 1, 0, 1, 0, 0): 38, (0, 1, 1, 0, 1, 0, 1, 0): 95, (0, 1, 1, 0, 0, 1, 1, 1): 3, (0, 1, 0, 1, 0, 0, 0, 1): 3, (0, 0, 1, 0, 0, 1, 0, 1): 39, (1, 0, 0, 1, 0, 1, 0, 1): 83, (0, 1, 1, 0, 1, 0, 1, 1): 34, (0, 1, 1, 0, 1, 0, 0, 1): 9, (0, 0, 1, 0, 1, 0, 1, 0): 39, (0, 1, 1, 1, 0, 0, 1, 0): 5, (1, 0, 0, 1, 1, 0, 0, 0): 3, (1, 0, 0, 1, 1, 1, 0, 0): 5, (1, 1, 0, 1, 1, 0, 0, 1): 3, (1, 1, 0, 1, 1, 0, 1, 0): 34, (0, 1, 0, 0, 1, 0, 1, 0): 10, (0, 1, 0, 1, 1, 0, 1, 0): 79, (1, 1, 0, 1, 0, 1, 0, 1): 41, (0, 1, 0, 1, 0, 0, 1, 0): 29, (0, 1, 0, 1, 0, 0, 1, 1): 10, (1, 0, 1, 0, 1, 0, 1, 0): 11, (1, 0, 1, 0, 0, 1, 0, 1): 84, (1, 1, 0, 0, 1, 0, 1, 0): 2, (0, 1, 1, 1, 1, 0, 1, 0): 12, (1, 0, 1, 0, 1, 0, 0, 1): 7, (1, 1, 1, 0, 0, 0, 1, 0): 1, (1, 1, 0, 1, 0, 0, 1, 0): 3, (1, 0, 0, 0, 0, 1, 0, 1): 12, (1, 1, 0, 0, 1, 0, 0, 1): 22, (1, 1, 0, 1, 1, 0, 0, 0): 8, (0, 1, 1, 1, 1, 0, 0, 1): 1, (0, 0, 1, 1, 1, 0, 1, 0): 3, (0, 1, 0, 0, 0, 1, 1, 1): 1, (1, 1, 0, 1, 0, 0, 0, 1): 3, (0, 0, 1, 1, 0, 1, 1, 0): 28, (1, 0, 0, 0, 0, 0, 0, 1): 1, (1, 1, 0, 0, 1, 1, 0, 0): 1, (1, 1, 0, 1, 0, 1, 0, 0): 6, (0, 0, 1, 0, 1, 0, 1, 1): 9, (0, 1, 0, 1, 1, 0, 0, 1): 1, (0, 1, 0, 1, 0, 1, 1, 0): 6, (0, 1, 1, 1, 0, 1, 1, 1): 2, (0, 0, 1, 0, 1, 0, 0, 1): 7, (0, 0, 1, 0, 1, 1, 0, 1): 6, (1, 0, 0, 0, 1, 1, 0, 1): 4, (0, 0, 1, 1, 0, 1, 0, 0): 1, (1, 0, 1, 1, 0, 1, 0, 1): 11, (1, 0, 0, 0, 1, 0, 1, 1): 1, (1, 0, 0, 1, 1, 0, 1, 0): 5, (1, 0, 0, 0, 1, 0, 1, 0): 4, (0, 0, 1, 0, 1, 1, 1, 0): 3, (1, 0, 1, 0, 1, 0, 0, 0): 4, (0, 1, 1, 1, 0, 0, 1, 1): 1, (0, 1, 1, 0, 0, 0, 0, 1): 3, (1, 0, 0, 0, 1, 0, 0, 1): 4, (1, 0, 0, 0, 1, 1, 1, 0): 1, (1, 1, 1, 0, 1, 0, 0, 0): 3, (1, 1, 0, 0, 0, 0, 0, 1): 2, (1, 1, 0, 1, 0, 1, 1, 0): 2, (1, 1, 0, 1, 0, 0, 0, 0): 5, (0, 0, 0, 1, 0, 1, 1, 0): 7, (1, 0, 0, 1, 0, 1, 1, 0): 5, (0, 0, 1, 1, 0, 1, 0, 1): 3, (1, 0, 1, 1, 1, 1, 0, 0): 3, (0, 0, 1, 1, 1, 1, 1, 0): 3, (0, 1, 0, 0, 0, 0, 0, 1): 4, (1, 1, 0, 0, 1, 1, 0, 1): 3, (1, 0, 1, 0, 0, 0, 0, 1): 1, (1, 1, 0, 0, 0, 1, 0, 1): 2, (1, 0, 1, 1, 0, 1, 0, 0): 1, (0, 1, 1, 0, 0, 0, 1, 1): 6, (0, 1, 0, 1, 0, 1, 1, 1): 1, (1, 0, 1, 0, 1, 1, 0, 0): 5, (0, 0, 1, 0, 0, 1, 1, 0): 4, (0, 0, 0, 1, 0, 1, 1, 1): 3, (1, 0, 0, 0, 1, 0, 0, 0): 1, (0, 1, 0, 1, 0, 1, 0, 1): 6, (0, 0, 1, 1, 0, 1, 1, 1): 2, (0, 1, 1, 1, 1, 0, 0, 0): 1, (1, 1, 0, 0, 0, 0, 0, 0): 2, (1, 0, 0, 1, 0, 0, 0, 1): 1, (0, 1, 0, 0, 1, 0, 0, 1): 2, (0, 1, 0, 1, 0, 1, 0, 0): 1, (0, 1, 1, 0, 0, 1, 0, 1): 5, (1, 0, 1, 1, 1, 0, 1, 0): 1, (1, 1, 1, 0, 1, 1, 1, 1): 1, (0, 0, 0, 1, 0, 1, 0, 1): 1, (1, 0, 1, 0, 1, 1, 1, 0): 3, (1, 1, 0, 1, 0, 0, 1, 1): 4, (0, 0, 0, 1, 1, 0, 0, 0): 1, (0, 1, 0, 0, 0, 0, 1, 1): 1, (0, 0, 1, 0, 1, 1, 1, 1): 3, (0, 1, 1, 1, 0, 1, 1, 0): 3, (1, 0, 0, 1, 1, 1, 1, 0): 3, (0, 0, 1, 0, 0, 1, 1, 1): 5, (1, 0, 1, 1, 1, 1, 1, 0): 3, (1, 0, 0, 1, 0, 1, 1, 1): 2, (1, 1, 1, 0, 0, 1, 0, 1): 1, (1, 0, 1, 0, 0, 1, 1, 1): 3, (0, 1, 1, 1, 1, 0, 1, 1): 1, (1, 0, 0, 1, 0, 0, 1, 0): 1, (0, 1, 1, 0, 0, 1, 1, 0): 2, (0, 0, 1, 1, 0, 0, 1, 0): 2, (1, 1, 0, 0, 0, 1, 1, 1): 1, (0, 1, 0, 1, 1, 1, 1, 0): 1, (1, 1, 0, 0, 1, 0, 1, 1): 1, (1, 0, 0, 0, 0, 0, 1, 0): 1, (1, 1, 0, 0, 0, 0, 1, 1): 1, (0, 0, 0, 0, 1, 1, 1, 1): 1, (0, 0, 1, 1, 1, 1, 1, 1): 1, (0, 0, 0, 0, 1, 1, 1, 0): 1, (0, 0, 0, 0, 1, 0, 0, 1): 2, (0, 1, 1, 1, 1, 1, 1, 0): 1, (1, 1, 0, 0, 1, 0, 0, 0): 2, (1, 0, 0, 1, 1, 1, 1, 1): 1, (1, 0, 1, 1, 0, 1, 1, 0): 1, (0, 0, 0, 1, 1, 0, 1, 0): 1, (1, 1, 1, 0, 0, 0, 0, 1): 1}",10.0,10.0,[0.50852479 0.92794207],"{0: {1: {'weight': 1}, 7: {'weight': 1}, 6: {'weight': 1}}, 1: {0: {'weight': 1}, 7: {'weight': 1}, 3: {'weight': 1}}, 7: {0: {'weight': 1}, 2: {'weight': 1}, 1: {'weight': 1}}, 2: {4: {'weight': 1}, 7: {'weight': 1}, 5: {'weight': 1}}, 4: {2: {'weight': 1}, 3: {'weight': 1}, 5: {'weight': 1}}, 3: {4: {'weight': 1}, 6: {'weight': 1}, 1: {'weight': 1}}, 6: {0: {'weight': 1}, 5: {'weight': 1}, 3: {'weight': 1}}, 5: {4: {'weight': 1}, 6: {'weight': 1}, 2: {'weight': 1}}}",3-regular_8-nodal,BFGS,"(0, 1, 1, 0, 1, 0, 1, 0)",11.0,12.0,8.0,1024.0,2.0,"(0, 1, 7, 2, 4, 3, 6, 5)",0.0,4.3024914264678955
2,10.0,9.360980103156416,9.36328125,[0.52561402 0.41684787 0.25173202],0.007977962493896484,"{(1, 0, 0, 0, 0, 1, 0, 1): 16, (1, 0, 0, 0, 0, 1, 0, 0): 1, (0, 1, 1, 0, 1, 0, 1, 0): 159, (1, 0, 1, 0, 0, 1, 0, 1): 167, (0, 0, 1, 0, 0, 1, 0, 1): 13, (0, 1, 1, 1, 1, 0, 1, 0): 23, (0, 1, 0, 1, 0, 0, 1, 1): 3, (1, 0, 1, 1, 0, 1, 0, 1): 23, (0, 1, 1, 0, 1, 1, 0, 1): 1, (1, 1, 0, 0, 1, 0, 0, 1): 13, (0, 1, 0, 1, 1, 0, 1, 0): 155, (1, 0, 0, 1, 0, 1, 0, 1): 152, (0, 1, 1, 1, 0, 0, 0, 1): 1, (0, 0, 1, 0, 1, 1, 0, 1): 10, (0, 0, 1, 0, 1, 0, 0, 1): 2, (0, 0, 1, 1, 0, 1, 1, 0): 12, (0, 1, 0, 1, 0, 0, 1, 0): 17, (1, 1, 0, 1, 1, 0, 0, 0): 2, (0, 1, 0, 0, 1, 0, 1, 0): 31, (0, 1, 0, 0, 1, 0, 1, 1): 1, (0, 0, 1, 1, 1, 0, 1, 0): 2, (0, 1, 0, 1, 0, 1, 1, 0): 4, (1, 0, 1, 0, 1, 1, 0, 1): 18, (1, 1, 0, 1, 1, 0, 1, 0): 18, (1, 1, 0, 1, 0, 1, 0, 1): 12, (1, 0, 0, 1, 0, 1, 0, 0): 28, (0, 1, 0, 0, 0, 1, 1, 1): 2, (0, 1, 1, 1, 1, 0, 0, 1): 1, (0, 0, 1, 0, 1, 1, 1, 0): 1, (1, 1, 0, 0, 1, 0, 1, 1): 2, (0, 0, 1, 0, 1, 0, 1, 0): 22, (1, 0, 1, 1, 0, 1, 1, 0): 1, (0, 1, 0, 1, 0, 1, 0, 0): 2, (1, 1, 0, 1, 0, 1, 1, 0): 2, (0, 0, 1, 0, 1, 0, 1, 1): 3, (0, 1, 1, 0, 1, 0, 0, 1): 7, (1, 1, 1, 0, 1, 1, 0, 0): 1, (0, 1, 1, 0, 1, 0, 1, 1): 12, (1, 1, 0, 1, 0, 0, 1, 0): 7, (1, 1, 0, 0, 1, 0, 1, 0): 2, (0, 0, 1, 0, 0, 1, 1, 1): 2, (0, 1, 1, 0, 0, 0, 1, 1): 3, (1, 1, 0, 1, 1, 1, 0, 1): 1, (1, 0, 1, 0, 1, 0, 1, 1): 2, (1, 1, 0, 1, 0, 1, 0, 0): 4, (0, 0, 0, 0, 1, 0, 0, 1): 1, (0, 0, 1, 1, 0, 1, 0, 0): 2, (1, 0, 1, 0, 1, 1, 0, 0): 4, (1, 0, 1, 0, 0, 0, 0, 1): 2, (1, 1, 0, 1, 0, 0, 0, 1): 1, (1, 1, 1, 1, 0, 0, 0, 0): 1, (1, 1, 1, 0, 1, 0, 0, 1): 3, (1, 0, 1, 1, 0, 0, 0, 1): 2, (1, 0, 0, 1, 0, 0, 0, 1): 1, (1, 1, 0, 1, 1, 1, 0, 0): 1, (1, 1, 1, 0, 0, 1, 0, 0): 1, (1, 0, 0, 1, 0, 1, 1, 0): 2, (1, 0, 0, 0, 1, 0, 1, 0): 2, (1, 0, 1, 1, 1, 1, 0, 0): 2, (1, 0, 1, 1, 0, 1, 1, 1): 1, (0, 0, 0, 0, 1, 1, 0, 1): 1, (0, 0, 0, 1, 0, 1, 1, 0): 2, (0, 1, 0, 1, 0, 1, 1, 1): 1, (1, 0, 1, 0, 0, 1, 1, 1): 1, (0, 0, 1, 0, 0, 0, 1, 1): 2, (0, 1, 1, 1, 0, 0, 1, 0): 1, (1, 0, 1, 0, 1, 0, 0, 1): 2, (1, 1, 0, 1, 0, 1, 1, 1): 2, (1, 0, 0, 1, 1, 0, 1, 0): 1, (1, 1, 1, 0, 1, 0, 1, 0): 2, (0, 1, 1, 1, 0, 0, 1, 1): 2, (1, 0, 0, 0, 1, 0, 0, 0): 1, (0, 1, 1, 1, 0, 0, 0, 0): 1, (1, 1, 0, 1, 1, 0, 0, 1): 1, (1, 0, 1, 0, 1, 1, 1, 0): 2, (0, 0, 1, 1, 0, 1, 1, 1): 1, (0, 0, 1, 0, 1, 1, 0, 0): 2, (0, 1, 0, 0, 0, 0, 1, 0): 1, (1, 0, 0, 1, 0, 0, 1, 0): 1, (0, 1, 0, 1, 0, 0, 0, 0): 1, (0, 1, 1, 0, 0, 0, 0, 1): 1, (1, 0, 1, 0, 1, 0, 1, 0): 1, (1, 1, 0, 1, 0, 0, 0, 0): 2, (0, 0, 1, 0, 0, 0, 0, 1): 1, (1, 1, 0, 0, 1, 0, 0, 0): 1, (0, 0, 0, 1, 0, 1, 0, 1): 1, (1, 0, 1, 0, 1, 1, 1, 1): 1, (0, 1, 0, 0, 1, 0, 0, 0): 1}",10.0,10.0,[0.44174041 0.87250428 0.99162447],"{0: {1: {'weight': 1}, 7: {'weight': 1}, 6: {'weight': 1}}, 1: {0: {'weight': 1}, 7: {'weight': 1}, 3: {'weight': 1}}, 7: {0: {'weight': 1}, 2: {'weight': 1}, 1: {'weight': 1}}, 2: {4: {'weight': 1}, 7: {'weight': 1}, 5: {'weight': 1}}, 4: {2: {'weight': 1}, 3: {'weight': 1}, 5: {'weight': 1}}, 3: {4: {'weight': 1}, 6: {'weight': 1}, 1: {'weight': 1}}, 6: {0: {'weight': 1}, 5: {'weight': 1}, 3: {'weight': 1}}, 5: {4: {'weight': 1}, 6: {'weight': 1}, 2: {'weight': 1}}}",3-regular_8-nodal,BFGS,"(1, 0, 1, 0, 0, 1, 0, 1)",11.0,12.0,8.0,1024.0,3.0,"(0, 1, 7, 2, 4, 3, 6, 5)",0.0,11.307753086090088
3,10.0,9.627488954491481,9.65234375,[0.57729315 0.44910529 0.37531544 0.20039603],0.007977962493896484,"{(1, 0, 0, 1, 0, 1, 0, 1): 195, (0, 1, 0, 1, 1, 0, 1, 0): 184, (0, 1, 1, 0, 1, 0, 1, 0): 187, (1, 0, 0, 0, 0, 1, 0, 1): 37, (1, 0, 1, 1, 0, 1, 0, 1): 44, (1, 1, 0, 1, 0, 1, 0, 1): 8, (1, 0, 1, 0, 0, 1, 0, 1): 204, (0, 1, 0, 0, 1, 0, 1, 0): 31, (0, 0, 1, 0, 0, 1, 0, 1): 6, (0, 1, 0, 1, 0, 1, 1, 0): 2, (1, 1, 0, 1, 1, 0, 1, 0): 4, (0, 1, 1, 1, 1, 0, 1, 0): 35, (0, 1, 0, 1, 0, 0, 1, 0): 3, (1, 0, 1, 0, 1, 1, 0, 1): 9, (1, 1, 0, 0, 1, 0, 0, 0): 1, (1, 0, 0, 1, 0, 1, 0, 0): 4, (1, 1, 0, 1, 1, 0, 0, 1): 1, (1, 0, 1, 0, 0, 1, 1, 1): 1, (1, 0, 0, 1, 1, 0, 1, 0): 1, (0, 0, 1, 1, 0, 1, 1, 0): 4, (1, 1, 0, 1, 0, 0, 1, 0): 5, (1, 1, 0, 1, 0, 1, 0, 0): 5, (0, 0, 1, 0, 1, 0, 1, 1): 5, (0, 0, 1, 0, 1, 0, 1, 0): 7, (1, 1, 0, 1, 1, 0, 0, 0): 1, (1, 1, 0, 0, 1, 1, 0, 1): 3, (1, 0, 1, 0, 1, 0, 0, 1): 1, (0, 0, 0, 1, 0, 1, 1, 1): 1, (1, 1, 0, 0, 1, 0, 0, 1): 5, (1, 1, 0, 1, 0, 0, 0, 1): 1, (1, 0, 1, 1, 1, 0, 0, 1): 1, (1, 0, 1, 1, 0, 1, 1, 0): 1, (0, 0, 1, 1, 0, 0, 1, 0): 1, (0, 1, 0, 0, 0, 1, 1, 0): 1, (1, 0, 0, 1, 0, 0, 1, 0): 1, (0, 1, 1, 1, 1, 1, 0, 0): 1, (0, 0, 1, 0, 1, 1, 1, 0): 2, (1, 1, 0, 1, 0, 1, 1, 0): 1, (0, 1, 0, 1, 0, 0, 0, 1): 1, (1, 0, 0, 1, 1, 1, 0, 1): 1, (0, 1, 1, 0, 0, 1, 0, 1): 1, (0, 0, 1, 1, 1, 1, 0, 0): 1, (0, 1, 1, 0, 1, 1, 1, 0): 1, (1, 1, 0, 0, 1, 0, 1, 1): 1, (0, 0, 1, 0, 0, 1, 1, 1): 1, (0, 1, 1, 0, 1, 0, 1, 1): 4, (1, 1, 1, 0, 1, 1, 0, 0): 1, (0, 0, 1, 1, 0, 1, 1, 1): 1, (1, 0, 1, 1, 0, 0, 1, 1): 1, (0, 1, 0, 1, 0, 0, 0, 0): 1, (0, 1, 1, 0, 1, 1, 0, 1): 1, (0, 1, 1, 0, 0, 0, 1, 1): 1, (1, 1, 0, 1, 1, 1, 0, 0): 1, (0, 0, 1, 0, 1, 1, 1, 1): 1, (0, 1, 1, 0, 1, 0, 0, 0): 1}",10.0,10.0,[0.36066003 0.75691869 0.90522238 0.96569721],"{0: {1: {'weight': 1}, 7: {'weight': 1}, 6: {'weight': 1}}, 1: {0: {'weight': 1}, 7: {'weight': 1}, 3: {'weight': 1}}, 7: {0: {'weight': 1}, 2: {'weight': 1}, 1: {'weight': 1}}, 2: {4: {'weight': 1}, 7: {'weight': 1}, 5: {'weight': 1}}, 4: {2: {'weight': 1}, 3: {'weight': 1}, 5: {'weight': 1}}, 3: {4: {'weight': 1}, 6: {'weight': 1}, 1: {'weight': 1}}, 6: {0: {'weight': 1}, 5: {'weight': 1}, 3: {'weight': 1}}, 5: {4: {'weight': 1}, 6: {'weight': 1}, 2: {'weight': 1}}}",3-regular_8-nodal,BFGS,"(1, 0, 1, 0, 0, 1, 0, 1)",15.0,12.0,8.0,1024.0,4.0,"(0, 1, 7, 2, 4, 3, 6, 5)",0.0,23.79934024810791
