,Fp,Fp_sampled,GW_cutvalue,betas,counter,cutvalue_best,cutvalue_most_sampled,gammas,graph,graph_name,minimizer_method,most_common_bistring,n_Fp_evals,n_edges,n_nodes,n_samples,p,qubit_order,seed,time
30,4.499999999999053,4.515625,6.0,[0.39269903],"{(0, 1, 0, 0, 1, 1): 38, (0, 1, 0, 1, 0, 1): 141, (1, 0, 1, 0, 1, 0): 156, (1, 0, 1, 1, 1, 0): 6, (1, 0, 0, 1, 0, 1): 28, (1, 0, 0, 0, 1, 0): 12, (0, 1, 1, 1, 0, 1): 8, (1, 0, 1, 1, 0, 0): 42, (0, 1, 0, 1, 1, 1): 9, (1, 1, 1, 0, 1, 0): 16, (1, 1, 0, 1, 0, 0): 34, (1, 1, 1, 1, 0, 1): 1, (1, 0, 0, 1, 1, 0): 38, (0, 0, 1, 0, 0, 1): 32, (1, 0, 1, 0, 0, 0): 8, (0, 1, 1, 0, 1, 1): 22, (0, 0, 1, 0, 1, 1): 33, (1, 0, 1, 0, 0, 1): 37, (1, 0, 1, 1, 0, 1): 26, (0, 1, 1, 0, 1, 0): 39, (0, 1, 0, 1, 1, 0): 40, (1, 1, 1, 0, 1, 1): 4, (0, 0, 0, 0, 0, 1): 4, (0, 1, 0, 0, 1, 0): 34, (0, 0, 1, 1, 0, 1): 29, (1, 0, 0, 1, 0, 0): 28, (1, 1, 0, 0, 1, 0): 32, (0, 0, 0, 1, 1, 1): 2, (1, 1, 0, 1, 1, 0): 16, (0, 1, 0, 1, 0, 0): 11, (0, 0, 1, 0, 1, 0): 8, (1, 1, 0, 1, 0, 1): 6, (0, 0, 0, 0, 1, 0): 2, (0, 1, 0, 0, 0, 1): 9, (0, 1, 1, 0, 0, 1): 43, (0, 0, 0, 1, 0, 1): 6, (1, 0, 0, 0, 1, 1): 3, (1, 1, 0, 0, 0, 1): 2, (0, 1, 1, 1, 1, 1): 2, (0, 0, 1, 0, 0, 0): 1, (0, 1, 1, 1, 0, 0): 1, (0, 0, 0, 1, 0, 0): 2, (1, 0, 1, 1, 1, 1): 1, (1, 0, 1, 0, 1, 1): 4, (1, 0, 0, 0, 0, 0): 1, (0, 1, 0, 0, 0, 0): 1, (1, 1, 1, 0, 0, 0): 4, (1, 1, 0, 1, 1, 1): 1, (1, 1, 1, 1, 1, 0): 1}",6.0,6.0,[0.78539871],"{0: {1: {'weight': 1}, 5: {'weight': 1}}, 1: {0: {'weight': 1}, 2: {'weight': 1}}, 2: {1: {'weight': 1}, 3: {'weight': 1}}, 3: {2: {'weight': 1}, 4: {'weight': 1}}, 4: {3: {'weight': 1}, 5: {'weight': 1}}, 5: {4: {'weight': 1}, 0: {'weight': 1}}}",2-regular_6-nodal,BFGS,"(1, 0, 1, 0, 1, 0)",7.0,6.0,6.0,1024.0,1.0,"(0, 1, 2, 3, 4, 5)",1.0,0.8674962520599365
31,4.9999999999999565,5.017578125,6.0,[0.62143045 0.32793533],"{(1, 0, 1, 0, 1, 0): 256, (1, 1, 0, 1, 1, 0): 26, (0, 1, 0, 1, 0, 1): 298, (0, 0, 1, 1, 0, 1): 19, (0, 1, 1, 0, 1, 0): 21, (1, 0, 1, 1, 0, 0): 28, (1, 0, 0, 1, 0, 1): 28, (1, 0, 1, 0, 0, 1): 24, (1, 1, 0, 0, 1, 0): 25, (1, 0, 0, 1, 1, 0): 35, (0, 0, 0, 1, 0, 1): 2, (0, 0, 0, 0, 1, 1): 1, (0, 0, 1, 0, 1, 1): 24, (1, 0, 1, 1, 0, 1): 24, (1, 0, 0, 1, 0, 0): 16, (0, 1, 1, 0, 0, 1): 18, (0, 1, 0, 0, 1, 0): 23, (1, 1, 0, 1, 0, 0): 28, (0, 1, 0, 0, 1, 1): 16, (0, 0, 1, 0, 0, 1): 21, (1, 0, 1, 1, 1, 0): 3, (1, 0, 0, 0, 0, 0): 3, (1, 0, 0, 0, 1, 1): 5, (0, 1, 0, 1, 1, 0): 23, (0, 0, 1, 0, 1, 0): 5, (0, 1, 1, 0, 1, 1): 16, (1, 0, 0, 0, 0, 1): 1, (1, 1, 0, 1, 0, 1): 2, (0, 1, 1, 1, 0, 0): 2, (0, 1, 0, 0, 0, 1): 2, (1, 0, 1, 0, 0, 0): 2, (1, 1, 0, 0, 0, 1): 1, (0, 1, 1, 0, 0, 0): 1, (0, 0, 0, 0, 1, 0): 2, (0, 1, 0, 1, 0, 0): 1, (0, 0, 1, 1, 1, 0): 2, (0, 1, 0, 0, 0, 0): 1, (1, 0, 0, 0, 1, 0): 1, (1, 1, 0, 0, 0, 0): 2, (0, 0, 0, 1, 1, 0): 3, (1, 0, 1, 0, 1, 1): 1, (1, 0, 0, 1, 1, 1): 5, (1, 1, 1, 0, 0, 1): 1, (1, 1, 1, 0, 0, 0): 1, (0, 1, 1, 1, 0, 1): 2, (0, 1, 0, 1, 1, 1): 1, (0, 0, 0, 1, 1, 1): 1, (0, 1, 1, 1, 1, 0): 1}",6.0,6.0,[0.65587067 1.24286093],"{0: {1: {'weight': 1}, 5: {'weight': 1}}, 1: {0: {'weight': 1}, 2: {'weight': 1}}, 2: {1: {'weight': 1}, 3: {'weight': 1}}, 3: {2: {'weight': 1}, 4: {'weight': 1}}, 4: {3: {'weight': 1}, 5: {'weight': 1}}, 5: {4: {'weight': 1}, 0: {'weight': 1}}}",2-regular_6-nodal,BFGS,"(0, 1, 0, 1, 0, 1)",13.0,6.0,6.0,1024.0,2.0,"(0, 1, 2, 3, 4, 5)",1.0,4.361263990402222
32,5.99999999999944,6.0,6.0,[0.59179053 0.61725649 0.47118643],"{(1, 0, 1, 0, 1, 0): 504, (0, 1, 0, 1, 0, 1): 520}",6.0,6.0,[0.942373   1.23451291 1.18358116],"{0: {1: {'weight': 1}, 5: {'weight': 1}}, 1: {0: {'weight': 1}, 2: {'weight': 1}}, 2: {1: {'weight': 1}, 3: {'weight': 1}}, 3: {2: {'weight': 1}, 4: {'weight': 1}}, 4: {3: {'weight': 1}, 5: {'weight': 1}}, 5: {4: {'weight': 1}, 0: {'weight': 1}}}",2-regular_6-nodal,BFGS,"(0, 1, 0, 1, 0, 1)",12.0,6.0,6.0,1024.0,3.0,"(0, 1, 2, 3, 4, 5)",1.0,10.800531387329102
33,5.999999999999894,6.0,6.0,[0.60470415 0.60273068 0.54983584 0.14926656],"{(0, 1, 0, 1, 0, 1): 502, (1, 0, 1, 0, 1, 0): 522}",6.0,6.0,[0.75983237 1.19891969 1.17254674 1.29063303],"{0: {1: {'weight': 1}, 5: {'weight': 1}}, 1: {0: {'weight': 1}, 2: {'weight': 1}}, 2: {1: {'weight': 1}, 3: {'weight': 1}}, 3: {2: {'weight': 1}, 4: {'weight': 1}}, 4: {3: {'weight': 1}, 5: {'weight': 1}}, 5: {4: {'weight': 1}, 0: {'weight': 1}}}",2-regular_6-nodal,BFGS,"(1, 0, 1, 0, 1, 0)",12.0,6.0,6.0,1024.0,4.0,"(0, 1, 2, 3, 4, 5)",1.0,22.2993745803833
34,5.999999999999896,6.0,6.0,[0.65729646 0.61042101 0.58334156 0.35531291 0.20022926],"{(0, 1, 0, 1, 0, 1): 517, (1, 0, 1, 0, 1, 0): 507}",6.0,6.0,[0.7256798  1.08249523 1.17125051 1.23328711 1.30787788],"{0: {1: {'weight': 1}, 5: {'weight': 1}}, 1: {0: {'weight': 1}, 2: {'weight': 1}}, 2: {1: {'weight': 1}, 3: {'weight': 1}}, 3: {2: {'weight': 1}, 4: {'weight': 1}}, 4: {3: {'weight': 1}, 5: {'weight': 1}}, 5: {4: {'weight': 1}, 0: {'weight': 1}}}",2-regular_6-nodal,BFGS,"(0, 1, 0, 1, 0, 1)",11.0,6.0,6.0,1024.0,5.0,"(0, 1, 2, 3, 4, 5)",1.0,38.19982862472534
35,5.999999999999372,6.0,6.0,[0.65055818 0.63733309 0.58977635 0.41312529 0.37333082 0.13638812],"{(0, 1, 0, 1, 0, 1): 516, (1, 0, 1, 0, 1, 0): 508}",6.0,6.0,[0.68570206 1.02687239 1.12428351 1.20675222 1.2513438  1.31514094],"{0: {1: {'weight': 1}, 5: {'weight': 1}}, 1: {0: {'weight': 1}, 2: {'weight': 1}}, 2: {1: {'weight': 1}, 3: {'weight': 1}}, 3: {2: {'weight': 1}, 4: {'weight': 1}}, 4: {3: {'weight': 1}, 5: {'weight': 1}}, 5: {4: {'weight': 1}, 0: {'weight': 1}}}",2-regular_6-nodal,BFGS,"(0, 1, 0, 1, 0, 1)",11.0,6.0,6.0,1024.0,6.0,"(0, 1, 2, 3, 4, 5)",1.0,60.215755462646484
36,5.999999999998757,6.0,6.0,"[0.65690453 0.63006127 0.62118674 0.45426884 0.45539163 0.31723926
 0.14140906]","{(1, 0, 1, 0, 1, 0): 500, (0, 1, 0, 1, 0, 1): 524}",6.0,6.0,"[0.65515298 0.99589987 1.10367219 1.17901624 1.24514612 1.26481189
 1.32064339]","{0: {1: {'weight': 1}, 5: {'weight': 1}}, 1: {0: {'weight': 1}, 2: {'weight': 1}}, 2: {1: {'weight': 1}, 3: {'weight': 1}}, 3: {2: {'weight': 1}, 4: {'weight': 1}}, 4: {3: {'weight': 1}, 5: {'weight': 1}}, 5: {4: {'weight': 1}, 0: {'weight': 1}}}",2-regular_6-nodal,BFGS,"(0, 1, 0, 1, 0, 1)",11.0,6.0,6.0,1024.0,7.0,"(0, 1, 2, 3, 4, 5)",1.0,87.58149647712708
37,5.99999999999334,6.0,6.0,"[0.66164515 0.63934913 0.60979941 0.48970168 0.50272836 0.40020713
 0.30957701 0.13251281]","{(1, 0, 1, 0, 1, 0): 506, (0, 1, 0, 1, 0, 1): 518}",6.0,6.0,"[0.63279447 0.96940667 1.08046795 1.14728528 1.21567902 1.25109309
 1.26615231 1.32299426]","{0: {1: {'weight': 1}, 5: {'weight': 1}}, 1: {0: {'weight': 1}, 2: {'weight': 1}}, 2: {1: {'weight': 1}, 3: {'weight': 1}}, 3: {2: {'weight': 1}, 4: {'weight': 1}}, 4: {3: {'weight': 1}, 5: {'weight': 1}}, 5: {4: {'weight': 1}, 0: {'weight': 1}}}",2-regular_6-nodal,BFGS,"(0, 1, 0, 1, 0, 1)",9.0,6.0,6.0,1024.0,8.0,"(0, 1, 2, 3, 4, 5)",1.0,118.42662906646729
38,5.999999999999382,6.0,6.0,"[0.65747547 0.63485205 0.61460278 0.49832604 0.53593082 0.44554315
 0.39338043 0.29212227 0.1094167 ]","{(1, 0, 1, 0, 1, 0): 491, (0, 1, 0, 1, 0, 1): 533}",6.0,6.0,"[0.61098877 0.94677784 1.0531111  1.12523415 1.18718295 1.22403835
 1.24617997 1.26061878 1.32093475]","{0: {1: {'weight': 1}, 5: {'weight': 1}}, 1: {0: {'weight': 1}, 2: {'weight': 1}}, 2: {1: {'weight': 1}, 3: {'weight': 1}}, 3: {2: {'weight': 1}, 4: {'weight': 1}}, 4: {3: {'weight': 1}, 5: {'weight': 1}}, 5: {4: {'weight': 1}, 0: {'weight': 1}}}",2-regular_6-nodal,BFGS,"(0, 1, 0, 1, 0, 1)",12.0,6.0,6.0,1024.0,9.0,"(0, 1, 2, 3, 4, 5)",1.0,171.31942415237427
39,5.999999999999839,6.0,6.0,"[0.66125107 0.64052573 0.6144868  0.51651693 0.5377529  0.48147968
 0.44276293 0.37375637 0.25836903 0.1248582 ]","{(0, 1, 0, 1, 0, 1): 504, (1, 0, 1, 0, 1, 0): 520}",6.0,6.0,"[0.59906498 0.91871364 1.02735682 1.10396625 1.16387483 1.20330751
 1.227557   1.24651484 1.27127964 1.31914889]","{0: {1: {'weight': 1}, 5: {'weight': 1}}, 1: {0: {'weight': 1}, 2: {'weight': 1}}, 2: {1: {'weight': 1}, 3: {'weight': 1}}, 3: {2: {'weight': 1}, 4: {'weight': 1}}, 4: {3: {'weight': 1}, 5: {'weight': 1}}, 5: {4: {'weight': 1}, 0: {'weight': 1}}}",2-regular_6-nodal,BFGS,"(1, 0, 1, 0, 1, 0)",10.0,6.0,6.0,1024.0,10.0,"(0, 1, 2, 3, 4, 5)",1.0,227.02350091934204
40,5.2499999999991385,5.26171875,6.0,[0.39269901],"{(1, 0, 1, 1, 0, 1, 0): 49, (0, 1, 0, 1, 1, 0, 1): 48, (1, 1, 0, 1, 0, 1, 0): 47, (1, 0, 1, 0, 1, 0, 0): 44, (0, 1, 0, 0, 0, 1, 0): 4, (1, 0, 0, 1, 0, 1, 0): 47, (0, 0, 1, 0, 1, 1, 1): 2, (0, 1, 1, 0, 1, 0, 1): 40, (0, 1, 0, 1, 0, 1, 0): 46, (1, 1, 0, 0, 1, 1, 0): 19, (1, 0, 1, 0, 1, 1, 1): 1, (1, 0, 1, 0, 1, 0, 1): 52, (1, 0, 0, 1, 0, 0, 1): 14, (0, 0, 1, 1, 1, 0, 1): 2, (0, 1, 1, 0, 1, 1, 0): 10, (0, 0, 1, 0, 1, 0, 1): 44, (1, 1, 0, 1, 0, 0, 0): 4, (1, 0, 1, 1, 0, 1, 1): 3, (0, 1, 0, 1, 0, 1, 1): 49, (1, 0, 1, 0, 1, 1, 0): 65, (1, 0, 1, 1, 1, 0, 0): 3, (0, 1, 1, 0, 0, 1, 0): 11, (0, 1, 0, 1, 0, 0, 1): 43, (1, 1, 0, 1, 1, 0, 0): 13, (0, 0, 1, 1, 0, 0, 1): 18, (1, 0, 1, 0, 0, 1, 0): 39, (0, 1, 0, 0, 1, 1, 0): 19, (1, 1, 0, 0, 1, 0, 0): 15, (1, 0, 0, 0, 0, 0, 0): 3, (0, 1, 0, 0, 1, 0, 1): 51, (1, 0, 1, 1, 1, 1, 1): 1, (0, 1, 1, 1, 1, 1, 0): 1, (0, 0, 1, 0, 0, 1, 1): 11, (1, 1, 0, 0, 1, 1, 1): 2, (0, 0, 0, 1, 0, 0, 1): 6, (1, 0, 1, 1, 1, 0, 1): 4, (0, 0, 1, 0, 0, 0, 1): 3, (0, 1, 1, 0, 1, 0, 0): 3, (1, 1, 1, 1, 0, 0, 1): 1, (1, 1, 0, 1, 1, 1, 0): 2, (1, 0, 0, 0, 1, 1, 0): 5, (1, 1, 0, 1, 1, 0, 1): 2, (0, 1, 1, 0, 0, 1, 1): 10, (1, 1, 0, 1, 0, 0, 1): 4, (1, 1, 1, 0, 1, 1, 0): 6, (0, 1, 1, 0, 1, 1, 1): 7, (1, 0, 1, 1, 0, 0, 1): 13, (1, 0, 0, 1, 0, 1, 1): 3, (1, 0, 0, 1, 1, 1, 0): 2, (0, 1, 1, 1, 1, 1, 1): 1, (1, 0, 0, 1, 0, 0, 0): 5, (1, 1, 1, 0, 1, 0, 0): 5, (1, 0, 1, 0, 0, 0, 1): 3, (1, 0, 0, 0, 1, 0, 1): 2, (0, 1, 0, 0, 1, 0, 0): 10, (1, 0, 0, 1, 1, 0, 0): 15, (0, 0, 1, 1, 0, 1, 1): 20, (1, 1, 0, 0, 0, 1, 0): 6, (0, 0, 1, 0, 0, 1, 0): 4, (1, 1, 1, 0, 0, 1, 0): 3, (0, 1, 1, 1, 0, 0, 1): 2, (1, 1, 1, 1, 0, 0, 0): 1, (0, 0, 0, 1, 1, 0, 1): 2, (0, 1, 0, 0, 0, 1, 1): 3, (1, 0, 0, 0, 1, 0, 0): 2, (0, 0, 0, 0, 0, 1, 1): 1, (0, 0, 1, 1, 0, 0, 0): 1, (1, 0, 0, 1, 1, 0, 1): 7, (0, 0, 1, 0, 1, 1, 0): 3, (0, 0, 1, 1, 0, 1, 0): 4, (1, 0, 1, 0, 0, 0, 0): 1, (0, 1, 1, 1, 0, 1, 0): 2, (0, 0, 0, 1, 0, 0, 0): 1, (1, 0, 0, 0, 0, 1, 0): 1, (0, 1, 1, 0, 0, 0, 1): 5, (0, 1, 1, 1, 0, 1, 1): 2, (0, 1, 0, 1, 1, 0, 0): 2, (0, 1, 0, 0, 1, 1, 1): 4, (0, 0, 0, 0, 1, 1, 1): 1, (1, 0, 1, 1, 0, 0, 0): 3, (0, 0, 0, 1, 0, 1, 1): 2, (1, 0, 0, 0, 0, 0, 1): 1, (1, 1, 0, 0, 0, 0, 0): 1, (0, 1, 0, 1, 1, 1, 0): 1, (1, 1, 0, 1, 0, 1, 1): 1, (1, 1, 0, 0, 1, 0, 1): 1, (0, 0, 1, 0, 0, 0, 0): 1, (1, 1, 0, 1, 1, 1, 1): 1, (1, 1, 1, 1, 0, 1, 0): 1, (1, 0, 1, 0, 0, 1, 1): 1}",6.0,6.0,[0.78539863],"{0: {1: {'weight': 1}, 6: {'weight': 1}}, 1: {0: {'weight': 1}, 2: {'weight': 1}}, 2: {1: {'weight': 1}, 3: {'weight': 1}}, 3: {2: {'weight': 1}, 4: {'weight': 1}}, 4: {3: {'weight': 1}, 5: {'weight': 1}}, 5: {4: {'weight': 1}, 6: {'weight': 1}}, 6: {5: {'weight': 1}, 0: {'weight': 1}}}",2-regular_7-nodal,BFGS,"(1, 0, 1, 0, 1, 1, 0)",7.0,7.0,7.0,1024.0,1.0,"(0, 1, 2, 3, 4, 5, 6)",1.0,1.0033879280090332
41,5.833333333333041,5.85546875,6.0,[0.62143046 0.32793526],"{(1, 0, 1, 0, 1, 1, 0): 70, (1, 0, 1, 0, 1, 0, 0): 58, (0, 1, 0, 1, 1, 0, 1): 77, (1, 0, 1, 0, 0, 1, 0): 66, (1, 1, 1, 0, 1, 0, 0): 3, (0, 1, 0, 1, 0, 1, 1): 88, (0, 1, 0, 1, 0, 1, 0): 67, (0, 0, 1, 0, 1, 0, 1): 74, (1, 0, 0, 1, 0, 1, 0): 59, (1, 1, 0, 1, 0, 1, 0): 76, (0, 1, 0, 0, 1, 0, 1): 68, (1, 0, 1, 0, 1, 0, 1): 64, (0, 0, 1, 1, 1, 1, 1): 1, (0, 1, 0, 1, 0, 0, 1): 54, (0, 1, 1, 0, 1, 0, 1): 65, (1, 0, 1, 1, 0, 1, 0): 67, (0, 1, 0, 1, 1, 1, 0): 5, (1, 1, 0, 0, 1, 0, 0): 1, (1, 1, 0, 1, 1, 1, 0): 3, (1, 0, 0, 1, 1, 0, 1): 2, (0, 0, 1, 0, 0, 0, 1): 1, (0, 1, 1, 0, 1, 1, 0): 2, (0, 0, 1, 1, 0, 0, 1): 2, (1, 0, 1, 1, 1, 0, 0): 1, (0, 1, 1, 1, 0, 1, 1): 1, (1, 0, 0, 0, 1, 0, 0): 1, (0, 0, 1, 0, 1, 1, 0): 2, (1, 1, 0, 0, 1, 1, 0): 1, (0, 1, 1, 0, 0, 0, 1): 3, (1, 0, 1, 0, 0, 1, 1): 1, (0, 1, 1, 0, 0, 1, 1): 1, (0, 0, 0, 0, 1, 1, 0): 1, (0, 1, 0, 0, 0, 1, 1): 3, (1, 1, 0, 1, 1, 0, 0): 3, (1, 1, 0, 1, 0, 0, 0): 1, (0, 1, 1, 1, 0, 0, 1): 2, (0, 1, 0, 0, 1, 1, 0): 2, (1, 0, 0, 1, 0, 0, 0): 1, (1, 0, 0, 1, 1, 0, 0): 2, (1, 1, 0, 1, 0, 0, 1): 1, (0, 1, 1, 0, 1, 1, 1): 2, (1, 1, 0, 0, 1, 1, 1): 1, (1, 1, 0, 1, 0, 1, 1): 1, (1, 0, 1, 0, 1, 1, 1): 1, (1, 0, 1, 1, 0, 0, 0): 1, (1, 0, 1, 1, 0, 1, 1): 3, (0, 0, 1, 1, 1, 0, 1): 2, (0, 1, 0, 1, 1, 1, 1): 1, (0, 0, 1, 1, 0, 1, 1): 2, (0, 1, 0, 1, 0, 0, 0): 2, (1, 1, 0, 0, 0, 1, 0): 1, (0, 0, 1, 0, 0, 1, 1): 2, (0, 1, 1, 0, 0, 1, 0): 1, (0, 0, 0, 1, 1, 0, 1): 1, (1, 0, 1, 1, 0, 0, 1): 1, (0, 1, 0, 0, 1, 1, 1): 1, (0, 0, 1, 0, 1, 1, 1): 1}",6.0,6.0,[0.65587081 1.24286082],"{0: {1: {'weight': 1}, 6: {'weight': 1}}, 1: {0: {'weight': 1}, 2: {'weight': 1}}, 2: {1: {'weight': 1}, 3: {'weight': 1}}, 3: {2: {'weight': 1}, 4: {'weight': 1}}, 4: {3: {'weight': 1}, 5: {'weight': 1}}, 5: {4: {'weight': 1}, 6: {'weight': 1}}, 6: {5: {'weight': 1}, 0: {'weight': 1}}}",2-regular_7-nodal,BFGS,"(0, 1, 0, 1, 0, 1, 1)",11.0,7.0,7.0,1024.0,2.0,"(0, 1, 2, 3, 4, 5, 6)",1.0,4.755094528198242
42,5.999999999979367,6.0,6.0,[0.62911093 0.51027307 0.24237873],"{(0, 1, 0, 1, 1, 0, 1): 83, (1, 0, 1, 0, 0, 1, 0): 74, (0, 0, 1, 0, 1, 0, 1): 74, (0, 1, 0, 1, 0, 1, 1): 49, (1, 0, 1, 0, 1, 0, 1): 87, (0, 1, 1, 0, 1, 0, 1): 79, (1, 0, 0, 1, 0, 1, 0): 76, (1, 1, 0, 1, 0, 1, 0): 67, (0, 1, 0, 1, 0, 0, 1): 70, (0, 1, 0, 0, 1, 0, 1): 64, (1, 0, 1, 1, 0, 1, 0): 66, (1, 0, 1, 0, 1, 0, 0): 76, (0, 1, 0, 1, 0, 1, 0): 82, (1, 0, 1, 0, 1, 1, 0): 77}",6.0,6.0,[0.48475574 1.02054462 1.25822189],"{0: {1: {'weight': 1}, 6: {'weight': 1}}, 1: {0: {'weight': 1}, 2: {'weight': 1}}, 2: {1: {'weight': 1}, 3: {'weight': 1}}, 3: {2: {'weight': 1}, 4: {'weight': 1}}, 4: {3: {'weight': 1}, 5: {'weight': 1}}, 5: {4: {'weight': 1}, 6: {'weight': 1}}, 6: {5: {'weight': 1}, 0: {'weight': 1}}}",2-regular_7-nodal,BFGS,"(1, 0, 1, 0, 1, 0, 1)",10.0,7.0,7.0,1024.0,3.0,"(0, 1, 2, 3, 4, 5, 6)",1.0,11.291956663131714
43,5.99999999999871,6.0,6.0,[0.69190148 0.58753131 0.46044505 0.19407618],"{(0, 0, 1, 0, 1, 0, 1): 76, (1, 0, 1, 0, 1, 0, 1): 67, (1, 0, 1, 0, 1, 0, 0): 65, (0, 1, 1, 0, 1, 0, 1): 56, (1, 0, 1, 0, 0, 1, 0): 87, (0, 1, 0, 1, 0, 0, 1): 64, (1, 0, 1, 1, 0, 1, 0): 75, (0, 1, 0, 1, 0, 1, 0): 77, (0, 1, 0, 1, 1, 0, 1): 82, (1, 0, 1, 0, 1, 1, 0): 64, (1, 1, 0, 1, 0, 1, 0): 90, (0, 1, 0, 0, 1, 0, 1): 81, (1, 0, 0, 1, 0, 1, 0): 68, (0, 1, 0, 1, 0, 1, 1): 72}",6.0,6.0,[0.3285031  0.85767999 1.13819972 1.34076056],"{0: {1: {'weight': 1}, 6: {'weight': 1}}, 1: {0: {'weight': 1}, 2: {'weight': 1}}, 2: {1: {'weight': 1}, 3: {'weight': 1}}, 3: {2: {'weight': 1}, 4: {'weight': 1}}, 4: {3: {'weight': 1}, 5: {'weight': 1}}, 5: {4: {'weight': 1}, 6: {'weight': 1}}, 6: {5: {'weight': 1}, 0: {'weight': 1}}}",2-regular_7-nodal,BFGS,"(1, 1, 0, 1, 0, 1, 0)",15.0,7.0,7.0,1024.0,4.0,"(0, 1, 2, 3, 4, 5, 6)",1.0,24.470096111297607
44,5.999999999999857,6.0,6.0,[0.6835767  0.61244954 0.52573627 0.40798511 0.1819353 ],"{(0, 1, 0, 1, 0, 1, 0): 65, (0, 1, 0, 1, 0, 0, 1): 65, (1, 0, 1, 0, 0, 1, 0): 70, (0, 1, 0, 1, 0, 1, 1): 66, (1, 0, 0, 1, 0, 1, 0): 85, (1, 0, 1, 0, 1, 1, 0): 91, (0, 1, 0, 1, 1, 0, 1): 84, (0, 0, 1, 0, 1, 0, 1): 72, (0, 1, 0, 0, 1, 0, 1): 73, (1, 0, 1, 0, 1, 0, 0): 74, (1, 0, 1, 1, 0, 1, 0): 71, (0, 1, 1, 0, 1, 0, 1): 76, (1, 0, 1, 0, 1, 0, 1): 69, (1, 1, 0, 1, 0, 1, 0): 63}",6.0,6.0,[0.32065975 0.73604036 0.99552967 1.18364266 1.33913591],"{0: {1: {'weight': 1}, 6: {'weight': 1}}, 1: {0: {'weight': 1}, 2: {'weight': 1}}, 2: {1: {'weight': 1}, 3: {'weight': 1}}, 3: {2: {'weight': 1}, 4: {'weight': 1}}, 4: {3: {'weight': 1}, 5: {'weight': 1}}, 5: {4: {'weight': 1}, 6: {'weight': 1}}, 6: {5: {'weight': 1}, 0: {'weight': 1}}}",2-regular_7-nodal,BFGS,"(1, 0, 1, 0, 1, 1, 0)",8.0,7.0,7.0,1024.0,5.0,"(0, 1, 2, 3, 4, 5, 6)",1.0,40.7100191116333
45,5.999999999999477,6.0,6.0,[0.67684476 0.62267225 0.56227819 0.48614582 0.37752291 0.14627486],"{(1, 0, 1, 0, 1, 0, 0): 77, (1, 1, 0, 1, 0, 1, 0): 82, (1, 0, 1, 0, 1, 1, 0): 69, (1, 0, 1, 0, 1, 0, 1): 64, (1, 0, 1, 1, 0, 1, 0): 80, (0, 1, 0, 1, 1, 0, 1): 75, (0, 1, 0, 0, 1, 0, 1): 72, (1, 0, 1, 0, 0, 1, 0): 78, (0, 0, 1, 0, 1, 0, 1): 69, (0, 1, 0, 1, 0, 1, 1): 69, (0, 1, 0, 1, 0, 1, 0): 63, (1, 0, 0, 1, 0, 1, 0): 86, (0, 1, 0, 1, 0, 0, 1): 68, (0, 1, 1, 0, 1, 0, 1): 72}",6.0,6.0,[0.29455579 0.67741644 0.88192748 1.0704659  1.20656849 1.34787622],"{0: {1: {'weight': 1}, 6: {'weight': 1}}, 1: {0: {'weight': 1}, 2: {'weight': 1}}, 2: {1: {'weight': 1}, 3: {'weight': 1}}, 3: {2: {'weight': 1}, 4: {'weight': 1}}, 4: {3: {'weight': 1}, 5: {'weight': 1}}, 5: {4: {'weight': 1}, 6: {'weight': 1}}, 6: {5: {'weight': 1}, 0: {'weight': 1}}}",2-regular_7-nodal,BFGS,"(1, 0, 0, 1, 0, 1, 0)",10.0,7.0,7.0,1024.0,6.0,"(0, 1, 2, 3, 4, 5, 6)",1.0,63.25314545631409
46,5.999999999999273,6.0,6.0,"[0.68574305 0.62327451 0.57722957 0.53168246 0.46004029 0.33075965
 0.14548456]","{(1, 0, 0, 1, 0, 1, 0): 70, (0, 1, 0, 1, 0, 0, 1): 80, (1, 0, 1, 0, 0, 1, 0): 49, (0, 1, 0, 1, 0, 1, 1): 72, (1, 0, 1, 0, 1, 1, 0): 81, (0, 1, 0, 1, 1, 0, 1): 72, (0, 1, 0, 1, 0, 1, 0): 69, (1, 0, 1, 0, 1, 0, 0): 68, (0, 0, 1, 0, 1, 0, 1): 67, (1, 1, 0, 1, 0, 1, 0): 85, (0, 1, 1, 0, 1, 0, 1): 72, (1, 0, 1, 0, 1, 0, 1): 73, (0, 1, 0, 0, 1, 0, 1): 80, (1, 0, 1, 1, 0, 1, 0): 86}",6.0,6.0,"[0.29144048 0.61230709 0.81814314 0.97992455 1.10914322 1.22822004
 1.35205325]","{0: {1: {'weight': 1}, 6: {'weight': 1}}, 1: {0: {'weight': 1}, 2: {'weight': 1}}, 2: {1: {'weight': 1}, 3: {'weight': 1}}, 3: {2: {'weight': 1}, 4: {'weight': 1}}, 4: {3: {'weight': 1}, 5: {'weight': 1}}, 5: {4: {'weight': 1}, 6: {'weight': 1}}, 6: {5: {'weight': 1}, 0: {'weight': 1}}}",2-regular_7-nodal,BFGS,"(1, 0, 1, 1, 0, 1, 0)",8.0,7.0,7.0,1024.0,7.0,"(0, 1, 2, 3, 4, 5, 6)",1.0,88.92493677139282
