,angles,backend,distribution,energy,graph,iterations,max-cut objective,noise,optimizer,p,solution,solution objective,time,topology
0,"[ 0.37190268  0.24404749  1.45221594  2.23757957  3.14735681 -1.0682881
  5.562511    2.68907915]",qasm_simulator,"{'1110': 353, '0110': 391, '0100': 332, '0101': 2534, '1010': 2478, '1100': 437, '0111': 8, '1001': 408, '1111': 57, '1000': 7, '0010': 6, '1101': 12, '0001': 345, '1011': 382, '0000': 46, '0011': 396}",-1.06867351938708,diamond,1001.0,-3.56867351938708,0.0,NELDER_MEAD,4.0,[0 1 0 1],4.0,27.114742279052734,0.0
1,"[0.95727408 0.92191931 2.35497394 2.3643804  5.79269708 2.85969831
 5.47252019 5.47342435]",qasm_simulator,"{'0010': 5, '1101': 5, '0110': 7, '1110': 5, '0001': 3, '0100': 4, '0101': 4018, '1010': 4092, '1100': 15, '0111': 6, '1011': 4, '1001': 13, '0011': 13, '1000': 2}",-1.48974801452189,diamond,1000.0,-3.98974801452189,0.0,NELDER_MEAD,4.0,[1 0 1 0],4.0,27.18017578125,0.0
2,"[ 0.87696519  0.93571537  2.4259474   2.36409372  5.82140578 -0.32605347
  2.32643995  5.47513337]",qasm_simulator,"{'0010': 4, '1101': 4, '0110': 11, '1110': 1, '0001': 2, '0100': 3, '0101': 4096, '1010': 4032, '1100': 13, '0111': 3, '1011': 2, '1001': 12, '0011': 7, '1000': 2}",-1.4898117695648,diamond,1000.0,-3.9898117695648,0.0,NELDER_MEAD,4.0,[0 1 0 1],4.0,27.019671201705933,0.0
3,"[2.49062705 2.38976768 1.69482953 2.00261502 5.16858535 3.81891277
 3.76859243 4.56335176]",qasm_simulator,"{'0010': 1, '1110': 11, '0110': 60, '0001': 14, '0100': 17, '0101': 3937, '1010': 3978, '1100': 55, '0111': 3, '1011': 10, '1001': 60, '0011': 45, '1000': 1}",-1.46341741496756,diamond,1000.0,-3.96341741496756,0.0,NELDER_MEAD,4.0,[1 0 1 0],4.0,27.144365072250366,0.0
4,"[ 2.55429555  1.17592132  0.27828233  0.54892575  4.98261723  8.82661997
 -2.01147086  1.6525685 ]",qasm_simulator,"{'1110': 57, '0110': 785, '0100': 67, '0101': 2420, '1010': 2514, '1100': 715, '0111': 5, '1001': 735, '1111': 29, '1000': 4, '0010': 3, '1101': 5, '0001': 51, '1011': 64, '0000': 24, '0011': 714}",-1.08145676683684,diamond,1000.0,-3.58145676683684,0.0,NELDER_MEAD,4.0,[1 0 1 0],4.0,27.0950984954834,0.0
5,"[1.84732804 3.52220266 2.52302709 0.64665344 3.37258079 1.46599357
 2.78508834 5.81181089]",qasm_simulator,"{'1110': 290, '0110': 600, '0100': 293, '0101': 2113, '1010': 2121, '1100': 583, '0111': 134, '1001': 589, '1111': 9, '1000': 108, '0010': 87, '1101': 119, '0001': 279, '1011': 265, '0000': 19, '0011': 583}",-0.95221787228679,diamond,1000.0,-3.45221787228679,0.0,NELDER_MEAD,4.0,[1 0 1 0],4.0,27.056264877319336,0.0
6,"[1.78959137 0.84839432 1.79673878 0.13020182 3.81538839 1.38419755
 1.10158215 3.96727302]",qasm_simulator,"{'1110': 90, '0110': 722, '0100': 115, '0101': 2458, '1010': 2362, '1100': 695, '0111': 12, '1001': 724, '1111': 13, '1000': 20, '0010': 16, '1101': 11, '0001': 104, '1011': 97, '0000': 11, '0011': 742}",-1.06014311732082,diamond,1001.0,-3.56014311732082,0.0,NELDER_MEAD,4.0,[0 1 0 1],4.0,27.244009733200073,0.0
7,"[2.46769521 3.28603659 0.1180822  2.07844753 4.92320949 0.18661061
 4.75111071 0.81966724]",qasm_simulator,"{'1110': 140, '0110': 615, '0100': 175, '0101': 2558, '1010': 2604, '1100': 590, '0111': 5, '1001': 567, '1111': 12, '1000': 5, '0010': 4, '1101': 2, '0001': 158, '1011': 160, '0000': 9, '0011': 588}",-1.11370358164602,diamond,1000.0,-3.61370358164602,0.0,NELDER_MEAD,4.0,[1 0 1 0],4.0,27.34137511253357,0.0
8,"[ 5.30365997  2.41722552  4.02811997 -0.60882294  4.88441655  2.50038089
  6.81666337  0.25901792]",qasm_simulator,"{'0010': 1, '1110': 3, '0110': 44, '0001': 6, '0100': 7, '0101': 3976, '1010': 4011, '1100': 38, '1011': 5, '1001': 30, '0000': 23, '1111': 19, '0011': 29}",-1.45380662953852,diamond,1000.0,-3.95380662953852,0.0,NELDER_MEAD,4.0,[1 0 1 0],4.0,27.120988607406616,0.0
9,"[ 1.32318648  2.20209585  4.20359632 -1.26200822  1.46120532  2.2006909
  4.75534826  1.3841717 ]",qasm_simulator,"{'1101': 2, '1110': 24, '0110': 3, '0001': 12, '0100': 14, '0101': 4038, '1010': 4066, '1100': 2, '1011': 18, '1001': 3, '0000': 6, '1111': 1, '0011': 3}",-1.48532210673588,diamond,1000.0,-3.9853221067358797,0.0,NELDER_MEAD,4.0,[1 0 1 0],4.0,27.200973749160767,0.0
